id,campaign,clients,service_type,goal,remaining,desired_daily,url,start_date,status,confirm_start_date,ask_for_access,ask_client_for_yt_ss,views_stalled,paid_r,sale_price,invoice,comments,in_fixer,client_notes,created_at,updated_at
77,,Exodus Era,US Website,15000,8000,2000,https://www.youtube.com/watch?v=IOLO4Rk0GDo,7/11/2025,Complete,,,,checked,Yes,$180,Paid,https://docs.google.com/spreadsheets/d/1MwkT6Zeba4IoplBucnL5sgeGC6C9kwo-kVIR3enA2E4/edit?usp=sharing,checked,,2025-09-23T21:39:18.885697+00:00,2025-09-23T21:39:18.885697+00:00
78,,Dim Mak,LATAM Display,30000,12000,2000,https://www.youtube.com/watch?v=Js4pCLEwV5c,7/11/2025,Complete,,,,,Yes,$180,Sent,https://docs.google.com/spreadsheets/d/1v4JSIPVCeK0Db_I_DFHeUfOcWmdeP80EFaDuaaOz-rI/edit?usp=sharing,checked,,2025-09-23T21:39:18.885697+00:00,2025-09-23T21:39:18.885697+00:00
79,,Dim Mak,US Website,10000,10000,2000,https://www.youtube.com/watch?v=Js4pCLEwV5c,7/11/2025,Complete,,,,,Yes,$120,Sent,https://docs.google.com/spreadsheets/d/1v4JSIPVCeK0Db_I_DFHeUfOcWmdeP80EFaDuaaOz-rI/edit?usp=sharing,checked,,2025-09-23T21:39:18.885697+00:00,2025-09-23T21:39:18.885697+00:00
80,,Dim Mak,US Website,10000,0,2000,https://www.youtube.com/watch?v=vFvDdXJRBZ8,7/11/2025,Complete,,,,,Yes,$120,Sent,https://docs.google.com/spreadsheets/d/1XUQ5hjxDvnkUBPGEd-fIvPkkRjwm3J-iqpYVTwa-vsk/edit?usp=sharing,checked,,2025-09-23T21:39:18.885697+00:00,2025-09-23T21:39:18.885697+00:00
81,,Dim Mak,LATAM Display,30000,9000,2000,https://www.youtube.com/watch?v=vFvDdXJRBZ8,7/11/2025,Complete,,,,,Yes,$180,Sent,https://docs.google.com/spreadsheets/d/1XUQ5hjxDvnkUBPGEd-fIvPkkRjwm3J-iqpYVTwa-vsk/edit?usp=sharing,checked,,2025-09-23T21:39:18.885697+00:00,2025-09-23T21:39:18.885697+00:00
82,,Dim Mak,US Website,10000,0,2000,https://www.youtube.com/watch?v=cAocew6O9x8,7/11/2025,Complete,,,,,Yes,$120,Sent,https://docs.google.com/spreadsheets/d/1sXLLrE55D1rlfQ21NQ8FdeqwPSuMI5bHKo2ZKO2Qh-c/edit?usp=sharing,checked,,2025-09-23T21:39:18.885697+00:00,2025-09-23T21:39:18.885697+00:00
83,,Dim Mak,LATAM Display,30000,5128,2000,https://www.youtube.com/watch?v=cAocew6O9x8,7/11/2025,Complete,,,,,Yes,$180,Sent,https://docs.google.com/spreadsheets/d/1sXLLrE55D1rlfQ21NQ8FdeqwPSuMI5bHKo2ZKO2Qh-c/edit?usp=sharing,checked,,2025-09-23T21:39:18.885697+00:00,2025-09-23T21:39:18.885697+00:00
84,,Joseph Saggio,WW Website,10000,10000,2000,https://www.youtube.com/watch?v=-akVbbeDp30,7/10/2025,Complete,,,,checked,Yes,$50,Paid,https://docs.google.com/spreadsheets/d/1vW8G_-rDLqwXC7jb9xTIyJTJXaF3vQVOib1qlxaN8fA/edit?usp=sharing,,,2025-09-23T21:39:18.885697+00:00,2025-09-23T21:39:18.885697+00:00
85,,Right Call,,0,0,0,https://www.youtube.com/watch?v=qKVXsF9mhVA,7/10/2025,Complete,,,,,Yes,$250,Paid,https://docs.google.com/spreadsheets/d/1Y4rD_W5dolnYuOdvhcVtDcD2klRVEKM09Wk4_v0lF6k/edit?usp=sharing,checked,,2025-09-23T21:39:18.885697+00:00,2025-09-23T21:39:18.885697+00:00
86,,Right Call,,0,0,0,https://www.youtube.com/watch?v=EhXn1AAv0bE,7/10/2025,Complete,,,,,Yes,$250,Paid,https://docs.google.com/spreadsheets/d/1O_CS8Y65BmQUS5h9F--kA_JSZWmIirnP7DTGnrCcnPo/edit?usp=sharing,checked,,2025-09-23T21:39:18.885697+00:00,2025-09-23T21:39:18.885697+00:00
87,,Right Call,,0,0,0,https://www.youtube.com/watch?v=Rz7aq1mRHW0,7/10/2025,Complete,,,,,Yes,$250,Paid,https://docs.google.com/spreadsheets/d/19fu153rke7djpLTSYRI4Ci6rPk9jOZOnNkyQ1MB0Lb8/edit?usp=sharing,checked,,2025-09-23T21:39:18.885697+00:00,2025-09-23T21:39:18.885697+00:00
88,,Shalizi Group,US Skip,100000,47000,5000,https://www.youtube.com/watch?v=iBqOZ-fXOt0&list=RDiBqOZ-fXOt0&start_radio=1&pp=ygUVVW5kZXJicm9vayAtIEhlYWRzIFVwoAcB,7/8/2025,Complete,,,,checked,Yes,$1000,Paid,https://docs.google.com/spreadsheets/d/1X1UrRwX09TN-Mt4NmyuwMm_LSm0jnkYDMbP80zEiGiU/edit?usp=sharing,,,2025-09-23T21:39:18.885697+00:00,2025-09-23T21:39:18.885697+00:00
89,,Dim Mak,US Website,10000,0,5000,https://www.youtube.com/watch?v=DrDgwwkgKt0,7/4/2025,Complete,,,,,Yes,$120,Paid,https://docs.google.com/spreadsheets/d/14opTE9vH0V29_NWuR5VcJW2OvZPZFDo5RYZXc2Vfeus/edit?usp=sharing,checked,,2025-09-23T21:39:18.885697+00:00,2025-09-23T21:39:18.885697+00:00
90,,Dim Mak,LATAM Display,30000,10000,5000,https://www.youtube.com/watch?v=DrDgwwkgKt0,7/4/2025,Complete,,,,,Yes,$180,Paid,https://docs.google.com/spreadsheets/d/14opTE9vH0V29_NWuR5VcJW2OvZPZFDo5RYZXc2Vfeus/edit?usp=sharing,checked,,2025-09-23T21:39:18.885697+00:00,2025-09-23T21:39:18.885697+00:00
590,,Squired,WW Display,20000,0,,https://youtu.be/Baouf13xjc8?si=79xoP2C3hTGLYv7c,7/10/2024,Complete,,,,,Yes,$200,Paid,Squired - RTC (Official Music Video),,,2025-09-23T21:39:18.919739+00:00,2025-09-23T21:39:18.919739+00:00
91,,Dim Mak,US Website,10000,0,5000,https://www.youtube.com/watch?v=8yubQm_fjCA,7/4/2025,Complete,,,,,Yes,$120,Paid,https://docs.google.com/spreadsheets/d/14opTE9vH0V29_NWuR5VcJW2OvZPZFDo5RYZXc2Vfeus/edit?usp=sharing,checked,,2025-09-23T21:39:18.885697+00:00,2025-09-23T21:39:18.885697+00:00
92,,Dim Mak,LATAM Display,30000,0,5000,https://www.youtube.com/watch?v=8yubQm_fjCA,7/4/2025,Complete,,,,,Yes,$180,Paid,https://docs.google.com/spreadsheets/d/14opTE9vH0V29_NWuR5VcJW2OvZPZFDo5RYZXc2Vfeus/edit?usp=sharing,checked,,2025-09-23T21:39:18.885697+00:00,2025-09-23T21:39:18.885697+00:00
93,,Dim Mak,US Website,10000,0,5000,https://www.youtube.com/watch?v=7MvGDy2doZ4,7/4/2025,Complete,,,,,Yes,$120,Paid,https://docs.google.com/spreadsheets/d/14opTE9vH0V29_NWuR5VcJW2OvZPZFDo5RYZXc2Vfeus/edit?usp=sharing,checked,,2025-09-23T21:39:18.885697+00:00,2025-09-23T21:39:18.885697+00:00
94,,Dim Mak,LATAM Display,30000,17358,5000,https://www.youtube.com/watch?v=7MvGDy2doZ4,7/4/2025,Complete,,,,,Yes,$180,Paid,https://docs.google.com/spreadsheets/d/14opTE9vH0V29_NWuR5VcJW2OvZPZFDo5RYZXc2Vfeus/edit?usp=sharing,checked,,2025-09-23T21:39:18.885697+00:00,2025-09-23T21:39:18.885697+00:00
95,,Dim Mak,US Website,30000,7834,5000,https://www.youtube.com/watch?v=6MJHc5gE9Sg&pp=0gcJCcEJAYcqIYzv,7/4/2025,Complete,,,,,Yes,$120,Paid,https://docs.google.com/spreadsheets/d/1lAFB8kwSY82n7KIHmeXxB3sd_lvYo5izzFUd74rjxXM/edit?usp=sharing,checked,,2025-09-23T21:39:18.885697+00:00,2025-09-23T21:39:18.885697+00:00
96,,Dim Mak,LATAM Display,10000,0,5000,https://www.youtube.com/watch?v=6MJHc5gE9Sg&pp=0gcJCcEJAYcqIYzv,7/4/2025,Complete,,,,,Yes,$180,Paid,https://docs.google.com/spreadsheets/d/1lAFB8kwSY82n7KIHmeXxB3sd_lvYo5izzFUd74rjxXM/edit?usp=sharing,checked,,2025-09-23T21:39:18.885697+00:00,2025-09-23T21:39:18.885697+00:00
97,,Right Call,US Website,230000,-601000,30000,https://youtu.be/VlJvDSNFIK0,7/2/2025,Complete,checked,checked,,,Yes,$3000,Paid,https://docs.google.com/spreadsheets/d/1laYg3vMjIN2DMsob95gY7kpNIRR1Eqf7-c-26Mi5oAw/edit?usp=sharing,checked,,2025-09-23T21:39:18.885697+00:00,2025-09-23T21:39:18.885697+00:00
98,,Felsmere,WW Display,50000,-6000,5000,https://youtu.be/tsKIJxYkoms,7/1/2025,Complete,,,,,Yes,$250,Paid,https://docs.google.com/spreadsheets/d/1hf-cKo5Kh4QQ9TNzpMbXPRJw5HNeX2q01lmtE7Ly6RQ/edit?usp=sharing,checked,,2025-09-23T21:39:18.885697+00:00,2025-09-23T21:39:18.885697+00:00
99,,Felsmere,US Website,10000,0,5000,https://youtu.be/tsKIJxYkoms,7/1/2025,Complete,,,,,Yes,$130,Paid,https://docs.google.com/spreadsheets/d/1hf-cKo5Kh4QQ9TNzpMbXPRJw5HNeX2q01lmtE7Ly6RQ/edit?usp=sharing,checked,,2025-09-23T21:39:18.885697+00:00,2025-09-23T21:39:18.885697+00:00
100,,Benny Brappo,WW Display,50000,-25000,5000,https://youtu.be/cR3G2Hr7MtI,6/30/2025,Complete,,,,,Yes,$380,Paid,https://docs.google.com/spreadsheets/d/1hmKPnPuQWVg2uIDjSJj2Osc3m2H2YAHzXahZ0bliHRs/edit?usp=sharing,checked,,2025-09-23T21:39:18.885697+00:00,2025-09-23T21:39:18.885697+00:00
101,,Benny Brappo,US Skip,10000,0,5000,https://youtu.be/cR3G2Hr7MtI,6/30/2025,Complete,,,,,Yes,$120,Paid,https://docs.google.com/spreadsheets/d/1hmKPnPuQWVg2uIDjSJj2Osc3m2H2YAHzXahZ0bliHRs/edit?usp=sharing,checked,,2025-09-23T21:39:18.892698+00:00,2025-09-23T21:39:18.892698+00:00
102,,It's A Ten Records,LATAM Website,400000,0,100000,https://www.youtube.com/watch?v=pylKWsenzAw,6/30/2025,Complete,,,,,Yes,$560,Paid,https://docs.google.com/spreadsheets/d/1ax1ComXK12FqThxyBh1ASwynO25drRqflCI_9ab1DNI/edit?gid=0#gid=0,checked,,2025-09-23T21:39:18.892698+00:00,2025-09-23T21:39:18.892698+00:00
103,,It's A Ten Records,WW Website Ads,1000000,240635,100000,https://www.youtube.com/watch?v=pylKWsenzAw,6/30/2025,Complete,,,,,Yes,$560,Paid,https://docs.google.com/spreadsheets/d/1x2QeE_kuue-tTQPV-6YyzWlFSoL2WRJi-IiRomGbJiw/edit?usp=sharing,checked,,2025-09-23T21:39:18.892698+00:00,2025-09-23T21:39:18.892698+00:00
104,,"CURE97,YZENIA",US Website,10000,0,2000,https://www.youtube.com/watch?v=2QgGzTRz1GY&list=RD2QgGzTRz1GY&start_radio=1&pp=ygUSeXplbmlhIGxldCBpdCBidXJuoAcB,6/30/2025,Complete,,,,,Yes,$65,Paid,https://docs.google.com/spreadsheets/d/1x2QeE_kuue-tTQPV-6YyzWlFSoL2WRJi-IiRomGbJiw/edit?usp=sharing,checked,,2025-09-23T21:39:18.892698+00:00,2025-09-23T21:39:18.892698+00:00
105,,"CURE97,YZENIA",LATAM Display,30000,4000,5000,https://www.youtube.com/watch?v=2QgGzTRz1GY&list=RD2QgGzTRz1GY&start_radio=1&pp=ygUSeXplbmlhIGxldCBpdCBidXJuoAcB,6/30/2025,Complete,,,,,Yes,$84,Paid,https://docs.google.com/spreadsheets/d/1x2QeE_kuue-tTQPV-6YyzWlFSoL2WRJi-IiRomGbJiw/edit?usp=sharing,checked,,2025-09-23T21:39:18.892698+00:00,2025-09-23T21:39:18.892698+00:00
106,,Dim Mak,LATAM Display,30000,-6000,5000,https://www.youtube.com/watch?v=0FLYkZl2byM,6/27/2025,Complete,,,,,Yes,$180,Paid,https://docs.google.com/spreadsheets/d/1roncLtGvjW5WuDhUflrSUNIPRjX6uerXIrJy80RDKlA/edit?usp=sharing,checked,,2025-09-23T21:39:18.892698+00:00,2025-09-23T21:39:18.892698+00:00
107,,Dim Mak,US Skip,10000,0,5000,https://www.youtube.com/watch?v=0FLYkZl2byM,6/27/2025,Complete,,,,,Yes,$120,Paid,https://docs.google.com/spreadsheets/d/1roncLtGvjW5WuDhUflrSUNIPRjX6uerXIrJy80RDKlA/edit?usp=sharing,checked,,2025-09-23T21:39:18.892698+00:00,2025-09-23T21:39:18.892698+00:00
108,,Dim Mak,LATAM Display,30000,6000,5000,https://www.youtube.com/watch?v=CXXg3SE5ZU8,6/27/2025,Complete,,,,,Yes,$180,Paid,https://docs.google.com/spreadsheets/d/1roncLtGvjW5WuDhUflrSUNIPRjX6uerXIrJy80RDKlA/edit?usp=sharing,checked,,2025-09-23T21:39:18.892698+00:00,2025-09-23T21:39:18.892698+00:00
109,,Dim Mak,US Skip,10000,0,5000,https://www.youtube.com/watch?v=CXXg3SE5ZU8,6/27/2025,Complete,,,,,Yes,$120,Paid,https://docs.google.com/spreadsheets/d/1roncLtGvjW5WuDhUflrSUNIPRjX6uerXIrJy80RDKlA/edit?usp=sharing,checked,,2025-09-23T21:39:18.892698+00:00,2025-09-23T21:39:18.892698+00:00
110,,Dim Mak,LATAM Display,30000,18000,5000,https://www.youtube.com/watch?v=ReYNOHZUTMI,6/27/2025,Complete,,,,,Yes,$180,Paid,https://docs.google.com/spreadsheets/d/1roncLtGvjW5WuDhUflrSUNIPRjX6uerXIrJy80RDKlA/edit?usp=sharing,checked,,2025-09-23T21:39:18.892698+00:00,2025-09-23T21:39:18.892698+00:00
111,,Dim Mak,US Skip,10000,0,5000,https://www.youtube.com/watch?v=ReYNOHZUTMI,6/27/2025,Complete,,,,,Yes,$180,Paid,https://docs.google.com/spreadsheets/d/1roncLtGvjW5WuDhUflrSUNIPRjX6uerXIrJy80RDKlA/edit?usp=sharing,checked,,2025-09-23T21:39:18.892698+00:00,2025-09-23T21:39:18.892698+00:00
112,,Carbon Sigil,WW Display,5000,0,,https://youtu.be/R_hTAkxhSu4,6/27/2025,Complete,checked,,,checked,Yes,$50,Paid,https://docs.google.com/spreadsheets/d/11xrOUrspZPmdQi_FJRuYEHB3M1cfYEtvJ7nL_qGI1IQ/edit?usp=sharing,,,2025-09-23T21:39:18.892698+00:00,2025-09-23T21:39:18.892698+00:00
113,,Carbon Sigil,EUR Display,5000,-4000,,https://youtu.be/R_hTAkxhSu4,6/27/2025,Complete,checked,,,,Yes,$50,Paid,https://docs.google.com/spreadsheets/d/11xrOUrspZPmdQi_FJRuYEHB3M1cfYEtvJ7nL_qGI1IQ/edit?usp=sharing,,,2025-09-23T21:39:18.892698+00:00,2025-09-23T21:39:18.892698+00:00
114,,IDK,LATAM Website,305000,-516281,100000,https://youtu.be/LI_VKlr9vkw,6/27/2025,Complete,,,,,Yes,$1400,Paid,https://docs.google.com/spreadsheets/d/1wncwUEsuW_q2NFGJXbH3DG-aIIOsMw6QoCSvi2b7Oe0/edit?usp=sharing,checked,,2025-09-23T21:39:18.892698+00:00,2025-09-23T21:39:18.892698+00:00
115,,IDK,US Skip,100000,0,10000,https://youtu.be/LI_VKlr9vkw,6/27/2025,Complete,,,,,Yes,$1100,Paid,https://docs.google.com/spreadsheets/d/1wncwUEsuW_q2NFGJXbH3DG-aIIOsMw6QoCSvi2b7Oe0/edit?usp=sharing,checked,,2025-09-23T21:39:18.892698+00:00,2025-09-23T21:39:18.892698+00:00
116,,IDK,WW Website,200000,0,100000,https://youtu.be/LI_VKlr9vkw,6/27/2025,Complete,,,,,Yes,$1400,Paid,https://docs.google.com/spreadsheets/d/1wncwUEsuW_q2NFGJXbH3DG-aIIOsMw6QoCSvi2b7Oe0/edit?usp=sharing,checked,,2025-09-23T21:39:18.892698+00:00,2025-09-23T21:39:18.892698+00:00
117,,IDK,WW Skip,350000,0,100000,https://youtu.be/LI_VKlr9vkw,6/27/2025,Complete,,,,,Yes,$1400,Paid,https://docs.google.com/spreadsheets/d/1wncwUEsuW_q2NFGJXbH3DG-aIIOsMw6QoCSvi2b7Oe0/edit?usp=sharing,checked,,2025-09-23T21:39:18.892698+00:00,2025-09-23T21:39:18.892698+00:00
118,,Dim Mak,US Skip,10000,10000,5000,https://www.youtube.com/watch?v=kmF0xgReaWQ,6/27/2025,Complete,,,,checked,Yes,$120,Paid,https://docs.google.com/spreadsheets/d/1a8T1cNCzvCbmkPOeA9cqKJVTi4ucLkBb5GU38XeMJk0/edit?usp=sharing,,,2025-09-23T21:39:18.892698+00:00,2025-09-23T21:39:18.892698+00:00
119,,Dim Mak,LATAM Website,30000,2000,5000,https://www.youtube.com/watch?v=kmF0xgReaWQ,6/27/2025,Complete,,,,,Yes,$180,Paid,https://docs.google.com/spreadsheets/d/1a8T1cNCzvCbmkPOeA9cqKJVTi4ucLkBb5GU38XeMJk0/edit?usp=sharing,,,2025-09-23T21:39:18.892698+00:00,2025-09-23T21:39:18.892698+00:00
120,,Dim Mak,LATAM Display,30000,1000,5000,https://www.youtube.com/watch?v=5KiD4cw_wt8,6/27/2025,Complete,,,,checked,Yes,$180,Paid,https://docs.google.com/spreadsheets/d/1NSFlOPI1LPXgczeJiN1SqzsLSySqpfwwFWxE6yJrB0w/edit?usp=sharing,checked,,2025-09-23T21:39:18.892698+00:00,2025-09-23T21:39:18.892698+00:00
121,,Dim Mak,US Skip,10000,10000,5000,https://www.youtube.com/watch?v=5KiD4cw_wt8,6/27/2025,Complete,,,,,Yes,$120,Paid,https://docs.google.com/spreadsheets/d/1NSFlOPI1LPXgczeJiN1SqzsLSySqpfwwFWxE6yJrB0w/edit?usp=sharing,checked,,2025-09-23T21:39:18.892698+00:00,2025-09-23T21:39:18.892698+00:00
122,,Domineaux,US Skip,10000,0,5000,https://www.youtube.com/watch?v=1YSIWm4timQ,6/25/2025,Complete,,,,,Yes,$130,Paid,https://docs.google.com/spreadsheets/d/1TPfag4RYmVCMgUm56xbqX7seWTc3JPVdRqt6BuU3ReM/edit?usp=sharing,,,2025-09-23T21:39:18.892698+00:00,2025-09-23T21:39:18.892698+00:00
123,,Domineaux,WW Display,25000,3000,5000,https://www.youtube.com/watch?v=1YSIWm4timQ,6/25/2025,Complete,,,,,Yes,$195,Paid,https://docs.google.com/spreadsheets/d/1TPfag4RYmVCMgUm56xbqX7seWTc3JPVdRqt6BuU3ReM/edit?usp=sharing,,,2025-09-23T21:39:18.892698+00:00,2025-09-23T21:39:18.892698+00:00
124,,Dim Mak,LATAM Display,30000,3000,5000,https://www.youtube.com/watch?v=V_KhsCsBsJU,6/21/2025,Complete,,,,,Yes,$180,Paid,https://docs.google.com/spreadsheets/d/1T8xNV5F65XIN-Y_5jSkFAoVSDzjT1Z6c46pB2wJjlPE/edit?usp=sharing,checked,,2025-09-23T21:39:18.892698+00:00,2025-09-23T21:39:18.892698+00:00
125,,Dim Mak,US Skip,10000,0,5000,https://www.youtube.com/watch?v=V_KhsCsBsJU,6/21/2025,Complete,,,,,Yes,$180,Paid,https://docs.google.com/spreadsheets/d/1T8xNV5F65XIN-Y_5jSkFAoVSDzjT1Z6c46pB2wJjlPE/edit?usp=sharing,checked,,2025-09-23T21:39:18.892698+00:00,2025-09-23T21:39:18.892698+00:00
126,,Dim Mak,LATAM Display,30000,5000,5000,https://www.youtube.com/watch?v=6Ma1kTA3BU8,6/21/2025,Complete,,,,checked,Yes,$180,Paid,https://docs.google.com/spreadsheets/d/11vjJ0sZ-wH2qnMzyXgGORRaAyaUdpmZrsPatp-R_T5c/edit?usp=sharing,checked,,2025-09-23T21:39:18.892698+00:00,2025-09-23T21:39:18.892698+00:00
127,,Dim Mak,US Skip,10000,0,5000,https://www.youtube.com/watch?v=6Ma1kTA3BU8,6/21/2025,Complete,,,,,Yes,$180,Paid,https://docs.google.com/spreadsheets/d/11vjJ0sZ-wH2qnMzyXgGORRaAyaUdpmZrsPatp-R_T5c/edit?usp=sharing,checked,,2025-09-23T21:39:18.892698+00:00,2025-09-23T21:39:18.892698+00:00
128,,Carbon Sigil,EUR Display,10000,-7000,2500,https://www.youtube.com/watch?v=6PeQX2e0Pj0,6/18/2025,Complete,,,,,Yes,$120,Paid,https://docs.google.com/spreadsheets/d/1oObstm_8fCsjnIZmrlsoKhojY8iKndzMPvl7MmATMQo/edit?usp=sharing,,,2025-09-23T21:39:18.892698+00:00,2025-09-23T21:39:18.892698+00:00
129,,Evalyn,US Skip,30000,3293,5000,https://www.youtube.com/watch?v=AejkPZTsH4U&list=RDAejkPZTsH4U&start_radio=1,6/18/2025,Complete,,,,,Yes,$350,Paid,https://docs.google.com/spreadsheets/d/1HhCf9juYLJcJUoK7IcR5rqq7-CQ1s_Vw3CBco6Mna2c/edit?usp=sharing,checked,,2025-09-23T21:39:18.892698+00:00,2025-09-23T21:39:18.892698+00:00
130,,Evalyn,WW Display,85000,0,10000,https://www.youtube.com/watch?v=AejkPZTsH4U&list=RDAejkPZTsH4U&start_radio=1,6/18/2025,Complete,,,,,Yes,$650,Paid,https://docs.google.com/spreadsheets/d/1HhCf9juYLJcJUoK7IcR5rqq7-CQ1s_Vw3CBco6Mna2c/edit?usp=sharing,checked,,2025-09-23T21:39:18.892698+00:00,2025-09-23T21:39:18.892698+00:00
131,,Dim Mak,LATAM Display,30000,0,30000,https://www.youtube.com/watch?v=KaOUe7NakfQ,6/13/2025,Complete,,,,,Yes,$180,Paid,https://docs.google.com/spreadsheets/d/1keV61yI_HgrpEVx2YFVIG4B8FUbPp79926aGlqHKZ9w/edit?usp=sharing,checked,,2025-09-23T21:39:18.892698+00:00,2025-09-23T21:39:18.892698+00:00
132,,Dim Mak,US Skip,10000,0,10000,https://www.youtube.com/watch?v=KaOUe7NakfQ,6/13/2025,Complete,,,,,Yes,$180,Paid,https://docs.google.com/spreadsheets/d/1keV61yI_HgrpEVx2YFVIG4B8FUbPp79926aGlqHKZ9w/edit?usp=sharing,checked,,2025-09-23T21:39:18.892698+00:00,2025-09-23T21:39:18.892698+00:00
133,,Dim Mak,LATAM Display,30000,2000,5000,https://www.youtube.com/watch?v=0tS6oUyVRNw,6/13/2025,Complete,,,,,Yes,$180,Paid,https://docs.google.com/spreadsheets/d/1YCLCNWJW-viN6rBZqgdmw6-6YMghRWxJpa5GbgtijQU/edit?usp=sharing,checked,,2025-09-23T21:39:18.892698+00:00,2025-09-23T21:39:18.892698+00:00
134,,Dim Mak,US Skip,10000,0,5000,https://www.youtube.com/watch?v=0tS6oUyVRNw,6/13/2025,Complete,,,,,Yes,$180,Paid,https://docs.google.com/spreadsheets/d/1YCLCNWJW-viN6rBZqgdmw6-6YMghRWxJpa5GbgtijQU/edit?usp=sharing,checked,,2025-09-23T21:39:18.892698+00:00,2025-09-23T21:39:18.892698+00:00
135,,Dim Mak,LATAM Display,30000,-1000,5000,https://www.youtube.com/watch?v=Zxx3tOSqMxg,6/13/2025,Complete,,,,,Yes,$180,Paid,https://docs.google.com/spreadsheets/d/1YCLCNWJW-viN6rBZqgdmw6-6YMghRWxJpa5GbgtijQU/edit?usp=sharing,checked,,2025-09-23T21:39:18.892698+00:00,2025-09-23T21:39:18.892698+00:00
136,,Dim Mak,US Skip,10000,0,5000,https://www.youtube.com/watch?v=Zxx3tOSqMxg,6/13/2025,Complete,,,,,Yes,$180,Paid,https://docs.google.com/spreadsheets/d/1YCLCNWJW-viN6rBZqgdmw6-6YMghRWxJpa5GbgtijQU/edit?usp=sharing,checked,,2025-09-23T21:39:18.892698+00:00,2025-09-23T21:39:18.892698+00:00
137,,Dim Mak,LATAM Display,30000,1000,5000,https://www.youtube.com/watch?v=TLtIvW_dvJ4,6/13/2025,Complete,,,,,Yes,$180,Paid,https://docs.google.com/spreadsheets/d/1YCLCNWJW-viN6rBZqgdmw6-6YMghRWxJpa5GbgtijQU/edit?usp=sharing,checked,,2025-09-23T21:39:18.892698+00:00,2025-09-23T21:39:18.892698+00:00
138,,Dim Mak,US Skip,10000,0,5000,https://www.youtube.com/watch?v=TLtIvW_dvJ4,6/13/2025,Complete,,,,,Yes,$180,Paid,https://docs.google.com/spreadsheets/d/1YCLCNWJW-viN6rBZqgdmw6-6YMghRWxJpa5GbgtijQU/edit?usp=sharing,checked,,2025-09-23T21:39:18.892698+00:00,2025-09-23T21:39:18.892698+00:00
139,,Dim Mak,LATAM Display,30000,-700,5000,https://www.youtube.com/watch?v=bHZFIZC2fnI,6/13/2025,Complete,,,,,Yes,$180,Paid,https://docs.google.com/spreadsheets/d/1YCLCNWJW-viN6rBZqgdmw6-6YMghRWxJpa5GbgtijQU/edit?usp=sharing,checked,,2025-09-23T21:39:18.892698+00:00,2025-09-23T21:39:18.892698+00:00
140,,Dim Mak,US Skip,10000,0,5000,https://www.youtube.com/watch?v=bHZFIZC2fnI,6/13/2025,Complete,,,,,Yes,$180,Paid,https://docs.google.com/spreadsheets/d/1YCLCNWJW-viN6rBZqgdmw6-6YMghRWxJpa5GbgtijQU/edit?usp=sharing,checked,,2025-09-23T21:39:18.892698+00:00,2025-09-23T21:39:18.892698+00:00
141,,Dim Mak,LATAM Display,30000,-13000,5000,https://www.youtube.com/watch?v=ivr0_Q9efKQ,6/13/2025,Complete,,,,,Yes,$180,Paid,https://docs.google.com/spreadsheets/d/1YCLCNWJW-viN6rBZqgdmw6-6YMghRWxJpa5GbgtijQU/edit?usp=sharing,checked,,2025-09-23T21:39:18.892698+00:00,2025-09-23T21:39:18.892698+00:00
142,,Dim Mak,US Skip,10000,0,5000,https://www.youtube.com/watch?v=ivr0_Q9efKQ,6/13/2025,Complete,,,,checked,Yes,$120,Paid,https://docs.google.com/spreadsheets/d/1YCLCNWJW-viN6rBZqgdmw6-6YMghRWxJpa5GbgtijQU/edit?usp=sharing,checked,,2025-09-23T21:39:18.892698+00:00,2025-09-23T21:39:18.892698+00:00
143,,Dim Mak,LATAM Display,30000,4000,5000,https://www.youtube.com/watch?v=68BJlW5VN9I&pp=0gcJCbIJAYcqIYzv,6/6/2025,Complete,,,,,Yes,$180,Paid,https://docs.google.com/spreadsheets/d/10UUg4e87N3HdXMPD6MifGMIgR3xeXGgSMKJQfaylI34/edit?usp=sharing,checked,,2025-09-23T21:39:18.892698+00:00,2025-09-23T21:39:18.892698+00:00
144,,Dim Mak,US Skip,10000,-29000,5000,https://www.youtube.com/watch?v=68BJlW5VN9I&pp=0gcJCbIJAYcqIYzv,6/6/2025,Complete,,,,,Yes,$120,Paid,https://docs.google.com/spreadsheets/d/10UUg4e87N3HdXMPD6MifGMIgR3xeXGgSMKJQfaylI34/edit?usp=sharing,checked,,2025-09-23T21:39:18.892698+00:00,2025-09-23T21:39:18.892698+00:00
145,,Dim Mak,US Skip,10000,0,5000,https://www.youtube.com/watch?v=hrvS3CYiVI0,6/6/2025,Complete,,,,,Yes,$120,Paid,https://docs.google.com/spreadsheets/d/1jeZM3FvX-1tw9Ptm6iqyYSElLOjsqi8_CvbzQp0yEsI/edit?usp=sharing,,,2025-09-23T21:39:18.892698+00:00,2025-09-23T21:39:18.892698+00:00
146,,Dim Mak,LATAM Display,30000,3000,5000,https://www.youtube.com/watch?v=hrvS3CYiVI0,6/6/2025,Complete,,,,checked,Yes,$180,Paid,https://docs.google.com/spreadsheets/d/1jeZM3FvX-1tw9Ptm6iqyYSElLOjsqi8_CvbzQp0yEsI/edit?usp=sharing,checked,,2025-09-23T21:39:18.892698+00:00,2025-09-23T21:39:18.892698+00:00
