Campaign,Clients,Service Type,Goal,Remaining,Desired Daily,URL,Start Date,Status,Confirm Start Date?,Ask for Access,Ask Client for YT SS,Views Stalled?,Paid R?,Sale Price,Invoice,Comments,In Fixer?,Client Notes
Underbrook - Heads Up $150 spend,Shalizi Group,US Skip,100000,47000,5000,https://www.youtube.com/watch?v=iBqOZ-fXOt0&list=RDiBqOZ-fXOt0&start_radio=1&pp=ygUVVW5kZXJicm9vayAtIEhlYWRzIFVwoAcB,7/8/2025,Complete,,,,checked,Yes,$1000,Paid,https://docs.google.com/spreadsheets/d/1X1UrRwX09TN-Mt4NmyuwMm_LSm0jnkYDMbP80zEiGiU/edit?usp=sharing,,
Bella Renee - Live Wire (Lyric Video),Dim Mak,US Website,10000,0,5000,https://www.youtube.com/watch?v=DrDgwwkgKt0,7/4/2025,Complete,,,,,Yes,$120,Paid,https://docs.google.com/spreadsheets/d/14opTE9vH0V29_NWuR5VcJW2OvZPZFDo5RYZXc2Vfeus/edit?usp=sharing,checked,
Bella Renee - Live Wire (Lyric Video),Dim Mak,LATAM Display,30000,10000,5000,https://www.youtube.com/watch?v=DrDgwwkgKt0,7/4/2025,Complete,,,,,Yes,$180,Paid,https://docs.google.com/spreadsheets/d/14opTE9vH0V29_NWuR5VcJW2OvZPZFDo5RYZXc2Vfeus/edit?usp=sharing,checked,
Bella Renee - Reviere (Lyric Video),Dim Mak,US Website,10000,0,5000,https://www.youtube.com/watch?v=8yubQm_fjCA,7/4/2025,Complete,,,,,Yes,$120,Paid,https://docs.google.com/spreadsheets/d/14opTE9vH0V29_NWuR5VcJW2OvZPZFDo5RYZXc2Vfeus/edit?usp=sharing,checked,
Bella Renee - Reviere (Lyric Video),Dim Mak,LATAM Display,30000,0,5000,https://www.youtube.com/watch?v=8yubQm_fjCA,7/4/2025,Complete,,,,,Yes,$180,Paid,https://docs.google.com/spreadsheets/d/14opTE9vH0V29_NWuR5VcJW2OvZPZFDo5RYZXc2Vfeus/edit?usp=sharing,checked,
Bella Renee - Till It Breaks (Lyric Video),Dim Mak,US Website,10000,0,5000,https://www.youtube.com/watch?v=7MvGDy2doZ4,7/4/2025,Complete,,,,,Yes,$120,Paid,https://docs.google.com/spreadsheets/d/14opTE9vH0V29_NWuR5VcJW2OvZPZFDo5RYZXc2Vfeus/edit?usp=sharing,checked,
Bella Renee - Till It Breaks (Lyric Video),Dim Mak,LATAM Display,30000,17358,5000,https://www.youtube.com/watch?v=7MvGDy2doZ4,7/4/2025,Complete,,,,,Yes,$180,Paid,https://docs.google.com/spreadsheets/d/14opTE9vH0V29_NWuR5VcJW2OvZPZFDo5RYZXc2Vfeus/edit?usp=sharing,checked,
Z3LLA - Pick Up The Tempo (Visualizer),Dim Mak,US Website,30000,7834,5000,https://www.youtube.com/watch?v=6MJHc5gE9Sg&pp=0gcJCcEJAYcqIYzv,7/4/2025,Complete,,,,,Yes,$120,Paid,https://docs.google.com/spreadsheets/d/1lAFB8kwSY82n7KIHmeXxB3sd_lvYo5izzFUd74rjxXM/edit?usp=sharing,checked,
Z3LLA - Pick Up The Tempo (Visualizer),Dim Mak,LATAM Display,10000,0,5000,https://www.youtube.com/watch?v=6MJHc5gE9Sg&pp=0gcJCcEJAYcqIYzv,7/4/2025,Complete,,,,,Yes,$180,Paid,https://docs.google.com/spreadsheets/d/1lAFB8kwSY82n7KIHmeXxB3sd_lvYo5izzFUd74rjxXM/edit?usp=sharing,checked,
"TAAR - Easy Come, Easy Go",Right Call,US Website,230000,-601000,30000,https://youtu.be/VlJvDSNFIK0,7/2/2025,Complete,checked,checked,,,Yes,$3000,Paid,https://docs.google.com/spreadsheets/d/1laYg3vMjIN2DMsob95gY7kpNIRR1Eqf7-c-26Mi5oAw/edit?usp=sharing,checked,
Felsmere - False Positive,Felsmere,WW Display,50000,-6000,5000,https://youtu.be/tsKIJxYkoms,7/1/2025,Complete,,,,,Yes,$250,Paid,https://docs.google.com/spreadsheets/d/1hf-cKo5Kh4QQ9TNzpMbXPRJw5HNeX2q01lmtE7Ly6RQ/edit?usp=sharing,checked,
Felsmere - False Positive,Felsmere,US Website,10000,0,5000,https://youtu.be/tsKIJxYkoms,7/1/2025,Complete,,,,,Yes,$130,Paid,https://docs.google.com/spreadsheets/d/1hf-cKo5Kh4QQ9TNzpMbXPRJw5HNeX2q01lmtE7Ly6RQ/edit?usp=sharing,checked,
Benny Brappo - Twin Flame,Benny Brappo,WW Display,50000,-25000,5000,https://youtu.be/cR3G2Hr7MtI,6/30/2025,Complete,,,,,Yes,$380,Paid,https://docs.google.com/spreadsheets/d/1hmKPnPuQWVg2uIDjSJj2Osc3m2H2YAHzXahZ0bliHRs/edit?usp=sharing,checked,
Benny Brappo - Twin Flame,Benny Brappo,US Skip,10000,0,5000,https://youtu.be/cR3G2Hr7MtI,6/30/2025,Complete,,,,,Yes,$120,Paid,https://docs.google.com/spreadsheets/d/1hmKPnPuQWVg2uIDjSJj2Osc3m2H2YAHzXahZ0bliHRs/edit?usp=sharing,checked,
Yung Pooda - Pop Yo Shit Shawty,It's A Ten Records,LATAM Website,400000,0,100000,https://www.youtube.com/watch?v=pylKWsenzAw,6/30/2025,Complete,,,,,Yes,$560,Paid,https://docs.google.com/spreadsheets/d/1ax1ComXK12FqThxyBh1ASwynO25drRqflCI_9ab1DNI/edit?gid=0#gid=0,checked,
Yung Pooda - Pop Yo Shit Shawty,It's A Ten Records,WW Website Ads,1000000,240635,100000,https://www.youtube.com/watch?v=pylKWsenzAw,6/30/2025,Complete,,,,,Yes,$560,Paid,https://docs.google.com/spreadsheets/d/1x2QeE_kuue-tTQPV-6YyzWlFSoL2WRJi-IiRomGbJiw/edit?usp=sharing,checked,
YZENIA - Let It Burn,"CURE97,YZENIA",US Website,10000,0,2000,https://www.youtube.com/watch?v=2QgGzTRz1GY&list=RD2QgGzTRz1GY&start_radio=1&pp=ygUSeXplbmlhIGxldCBpdCBidXJuoAcB,6/30/2025,Complete,,,,,Yes,$65,Paid,https://docs.google.com/spreadsheets/d/1x2QeE_kuue-tTQPV-6YyzWlFSoL2WRJi-IiRomGbJiw/edit?usp=sharing,checked,
YZENIA - Let It Burn,"CURE97,YZENIA",LATAM Display,30000,4000,5000,https://www.youtube.com/watch?v=2QgGzTRz1GY&list=RD2QgGzTRz1GY&start_radio=1&pp=ygUSeXplbmlhIGxldCBpdCBidXJuoAcB,6/30/2025,Complete,,,,,Yes,$84,Paid,https://docs.google.com/spreadsheets/d/1x2QeE_kuue-tTQPV-6YyzWlFSoL2WRJi-IiRomGbJiw/edit?usp=sharing,checked,
2 DEEP - Donde Esta La Fiesta (Visualizer),Dim Mak,LATAM Display,30000,-6000,5000,https://www.youtube.com/watch?v=0FLYkZl2byM,6/27/2025,Complete,,,,,Yes,$180,Paid,https://docs.google.com/spreadsheets/d/1roncLtGvjW5WuDhUflrSUNIPRjX6uerXIrJy80RDKlA/edit?usp=sharing,checked,
2 DEEP - Donde Esta La Fiesta (Visualizer),Dim Mak,US Skip,10000,0,5000,https://www.youtube.com/watch?v=0FLYkZl2byM,6/27/2025,Complete,,,,,Yes,$120,Paid,https://docs.google.com/spreadsheets/d/1roncLtGvjW5WuDhUflrSUNIPRjX6uerXIrJy80RDKlA/edit?usp=sharing,checked,
2DEEP - Muévete,Dim Mak,LATAM Display,30000,6000,5000,https://www.youtube.com/watch?v=CXXg3SE5ZU8,6/27/2025,Complete,,,,,Yes,$180,Paid,https://docs.google.com/spreadsheets/d/1roncLtGvjW5WuDhUflrSUNIPRjX6uerXIrJy80RDKlA/edit?usp=sharing,checked,
2DEEP - Muévete,Dim Mak,US Skip,10000,0,5000,https://www.youtube.com/watch?v=CXXg3SE5ZU8,6/27/2025,Complete,,,,,Yes,$120,Paid,https://docs.google.com/spreadsheets/d/1roncLtGvjW5WuDhUflrSUNIPRjX6uerXIrJy80RDKlA/edit?usp=sharing,checked,
2DEEP - Pose (Visualizer),Dim Mak,LATAM Display,30000,18000,5000,https://www.youtube.com/watch?v=ReYNOHZUTMI,6/27/2025,Complete,,,,,Yes,$180,Paid,https://docs.google.com/spreadsheets/d/1roncLtGvjW5WuDhUflrSUNIPRjX6uerXIrJy80RDKlA/edit?usp=sharing,checked,
2DEEP - Pose (Visualizer),Dim Mak,US Skip,10000,0,5000,https://www.youtube.com/watch?v=ReYNOHZUTMI,6/27/2025,Complete,,,,,Yes,$180,Paid,https://docs.google.com/spreadsheets/d/1roncLtGvjW5WuDhUflrSUNIPRjX6uerXIrJy80RDKlA/edit?usp=sharing,checked,
Carbon Sigil - FMWIFU,Carbon Sigil,WW Display,5000,0,,https://youtu.be/R_hTAkxhSu4,6/27/2025,Complete,checked,,,checked,Yes,$50,Paid,https://docs.google.com/spreadsheets/d/11xrOUrspZPmdQi_FJRuYEHB3M1cfYEtvJ7nL_qGI1IQ/edit?usp=sharing,,
Carbon Sigil - FMWIFU ,Carbon Sigil,EUR Display,5000,-4000,,https://youtu.be/R_hTAkxhSu4,6/27/2025,Complete,checked,,,,Yes,$50,Paid,https://docs.google.com/spreadsheets/d/11xrOUrspZPmdQi_FJRuYEHB3M1cfYEtvJ7nL_qGI1IQ/edit?usp=sharing,,
IDK - PG,IDK,LATAM Website,305000,-516281,100000,https://youtu.be/LI_VKlr9vkw,6/27/2025,Complete,,,,,Yes,$1400,Paid,https://docs.google.com/spreadsheets/d/1wncwUEsuW_q2NFGJXbH3DG-aIIOsMw6QoCSvi2b7Oe0/edit?usp=sharing,checked,
IDK - PG,IDK,US Skip,100000,0,10000,https://youtu.be/LI_VKlr9vkw,6/27/2025,Complete,,,,,Yes,$1100,Paid,https://docs.google.com/spreadsheets/d/1wncwUEsuW_q2NFGJXbH3DG-aIIOsMw6QoCSvi2b7Oe0/edit?usp=sharing,checked,
IDK - PG,IDK,WW Website,200000,0,100000,https://youtu.be/LI_VKlr9vkw,6/27/2025,Complete,,,,,Yes,$1400,Paid,https://docs.google.com/spreadsheets/d/1wncwUEsuW_q2NFGJXbH3DG-aIIOsMw6QoCSvi2b7Oe0/edit?usp=sharing,checked,
IDK - PG,IDK,WW Skip,350000,0,100000,https://youtu.be/LI_VKlr9vkw,6/27/2025,Complete,,,,,Yes,$1400,Paid,https://docs.google.com/spreadsheets/d/1wncwUEsuW_q2NFGJXbH3DG-aIIOsMw6QoCSvi2b7Oe0/edit?usp=sharing,checked,
"Laidback Luke, Linney - Gasoline",Dim Mak,US Skip,10000,10000,5000,https://www.youtube.com/watch?v=kmF0xgReaWQ,6/27/2025,Complete,,,,checked,Yes,$120,Paid,https://docs.google.com/spreadsheets/d/1a8T1cNCzvCbmkPOeA9cqKJVTi4ucLkBb5GU38XeMJk0/edit?usp=sharing,,
"Laidback Luke, Linney - Gasoline",Dim Mak,LATAM Website,30000,2000,5000,https://www.youtube.com/watch?v=kmF0xgReaWQ,6/27/2025,Complete,,,,,Yes,$180,Paid,https://docs.google.com/spreadsheets/d/1a8T1cNCzvCbmkPOeA9cqKJVTi4ucLkBb5GU38XeMJk0/edit?usp=sharing,,
"Vincent - ""Take Me Home"" (Visualizer)",Dim Mak,LATAM Display,30000,1000,5000,https://www.youtube.com/watch?v=5KiD4cw_wt8,6/27/2025,Complete,,,,checked,Yes,$180,Paid,https://docs.google.com/spreadsheets/d/1NSFlOPI1LPXgczeJiN1SqzsLSySqpfwwFWxE6yJrB0w/edit?usp=sharing,checked,
"Vincent - ""Take Me Home"" (Visualizer)",Dim Mak,US Skip,10000,10000,5000,https://www.youtube.com/watch?v=5KiD4cw_wt8,6/27/2025,Complete,,,,,Yes,$120,Paid,https://docs.google.com/spreadsheets/d/1NSFlOPI1LPXgczeJiN1SqzsLSySqpfwwFWxE6yJrB0w/edit?usp=sharing,checked,
Domineaux - [i am] DOMINEAUX,Domineaux,US Skip,10000,0,5000,https://www.youtube.com/watch?v=1YSIWm4timQ,6/25/2025,Complete,,,,,Yes,$130,Paid,https://docs.google.com/spreadsheets/d/1TPfag4RYmVCMgUm56xbqX7seWTc3JPVdRqt6BuU3ReM/edit?usp=sharing,,
Domineaux - [i am] DOMINEAUX,Domineaux,WW Display,25000,3000,5000,https://www.youtube.com/watch?v=1YSIWm4timQ,6/25/2025,Complete,,,,,Yes,$195,Paid,https://docs.google.com/spreadsheets/d/1TPfag4RYmVCMgUm56xbqX7seWTc3JPVdRqt6BuU3ReM/edit?usp=sharing,,
"Crumb Pit & Amanda Joy ""Heart Already Broken"" (Visualizer)",Dim Mak,LATAM Display,30000,3000,5000,https://www.youtube.com/watch?v=V_KhsCsBsJU,6/21/2025,Complete,,,,,Yes,$180,Paid,https://docs.google.com/spreadsheets/d/1T8xNV5F65XIN-Y_5jSkFAoVSDzjT1Z6c46pB2wJjlPE/edit?usp=sharing,checked,
"Crumb Pit & Amanda Joy ""Heart Already Broken"" (Visualizer)",Dim Mak,US Skip,10000,0,5000,https://www.youtube.com/watch?v=V_KhsCsBsJU,6/21/2025,Complete,,,,,Yes,$180,Paid,https://docs.google.com/spreadsheets/d/1T8xNV5F65XIN-Y_5jSkFAoVSDzjT1Z6c46pB2wJjlPE/edit?usp=sharing,checked,
"Thomas Gold ""Blue Monday"" (Visualizer)",Dim Mak,LATAM Display,30000,5000,5000,https://www.youtube.com/watch?v=6Ma1kTA3BU8,6/21/2025,Complete,,,,checked,Yes,$180,Paid,https://docs.google.com/spreadsheets/d/11vjJ0sZ-wH2qnMzyXgGORRaAyaUdpmZrsPatp-R_T5c/edit?usp=sharing,checked,
"Thomas Gold ""Blue Monday"" (Visualizer)",Dim Mak,US Skip,10000,0,5000,https://www.youtube.com/watch?v=6Ma1kTA3BU8,6/21/2025,Complete,,,,,Yes,$180,Paid,https://docs.google.com/spreadsheets/d/11vjJ0sZ-wH2qnMzyXgGORRaAyaUdpmZrsPatp-R_T5c/edit?usp=sharing,checked,
Carbon Sigil - TEASE,Carbon Sigil,EUR Display,10000,-7000,2500,https://www.youtube.com/watch?v=6PeQX2e0Pj0,6/18/2025,Complete,,,,,Yes,$120,Paid,https://docs.google.com/spreadsheets/d/1oObstm_8fCsjnIZmrlsoKhojY8iKndzMPvl7MmATMQo/edit?usp=sharing,,
Evalyn - The Feeling,Evalyn,US Skip,30000,3293,5000,https://www.youtube.com/watch?v=AejkPZTsH4U&list=RDAejkPZTsH4U&start_radio=1,6/18/2025,Complete,,,,,Yes,$350,Paid,https://docs.google.com/spreadsheets/d/1HhCf9juYLJcJUoK7IcR5rqq7-CQ1s_Vw3CBco6Mna2c/edit?usp=sharing,checked,
Evalyn - The Feeling,Evalyn,WW Display,85000,0,10000,https://www.youtube.com/watch?v=AejkPZTsH4U&list=RDAejkPZTsH4U&start_radio=1,6/18/2025,Complete,,,,,Yes,$650,Paid,https://docs.google.com/spreadsheets/d/1HhCf9juYLJcJUoK7IcR5rqq7-CQ1s_Vw3CBco6Mna2c/edit?usp=sharing,checked,
Dannic - My Mind,Dim Mak,LATAM Display,30000,0,30000,https://www.youtube.com/watch?v=KaOUe7NakfQ,6/13/2025,Complete,,,,,Yes,$180,Paid,https://docs.google.com/spreadsheets/d/1keV61yI_HgrpEVx2YFVIG4B8FUbPp79926aGlqHKZ9w/edit?usp=sharing,checked,
Dannic - My Mind,Dim Mak,US Skip,10000,0,10000,https://www.youtube.com/watch?v=KaOUe7NakfQ,6/13/2025,Complete,,,,,Yes,$180,Paid,https://docs.google.com/spreadsheets/d/1keV61yI_HgrpEVx2YFVIG4B8FUbPp79926aGlqHKZ9w/edit?usp=sharing,checked,
Mike Posner - I Took A Pill In Ibiza (Bonnie X Clyde Remix),Dim Mak,LATAM Display,30000,2000,5000,https://www.youtube.com/watch?v=0tS6oUyVRNw,6/13/2025,Complete,,,,,Yes,$180,Paid,https://docs.google.com/spreadsheets/d/1YCLCNWJW-viN6rBZqgdmw6-6YMghRWxJpa5GbgtijQU/edit?usp=sharing,checked,
Mike Posner - I Took A Pill In Ibiza (Bonnie X Clyde Remix),Dim Mak,US Skip,10000,0,5000,https://www.youtube.com/watch?v=0tS6oUyVRNw,6/13/2025,Complete,,,,,Yes,$180,Paid,https://docs.google.com/spreadsheets/d/1YCLCNWJW-viN6rBZqgdmw6-6YMghRWxJpa5GbgtijQU/edit?usp=sharing,checked,
Mike Posner - I Took A Pill In Ibiza (Laidback Luke Remix),Dim Mak,LATAM Display,30000,-1000,5000,https://www.youtube.com/watch?v=Zxx3tOSqMxg,6/13/2025,Complete,,,,,Yes,$180,Paid,https://docs.google.com/spreadsheets/d/1YCLCNWJW-viN6rBZqgdmw6-6YMghRWxJpa5GbgtijQU/edit?usp=sharing,checked,
Mike Posner - I Took A Pill In Ibiza (Laidback Luke Remix),Dim Mak,US Skip,10000,0,5000,https://www.youtube.com/watch?v=Zxx3tOSqMxg,6/13/2025,Complete,,,,,Yes,$180,Paid,https://docs.google.com/spreadsheets/d/1YCLCNWJW-viN6rBZqgdmw6-6YMghRWxJpa5GbgtijQU/edit?usp=sharing,checked,
Mike Posner - I Took A Pill In Ibiza (Prosecute Remix),Dim Mak,LATAM Display,30000,1000,5000,https://www.youtube.com/watch?v=TLtIvW_dvJ4,6/13/2025,Complete,,,,,Yes,$180,Paid,https://docs.google.com/spreadsheets/d/1YCLCNWJW-viN6rBZqgdmw6-6YMghRWxJpa5GbgtijQU/edit?usp=sharing,checked,
Mike Posner - I Took A Pill In Ibiza (Prosecute Remix),Dim Mak,US Skip,10000,0,5000,https://www.youtube.com/watch?v=TLtIvW_dvJ4,6/13/2025,Complete,,,,,Yes,$180,Paid,https://docs.google.com/spreadsheets/d/1YCLCNWJW-viN6rBZqgdmw6-6YMghRWxJpa5GbgtijQU/edit?usp=sharing,checked,
Mike Posner - I Took A Pill In Ibiza (Steve Aoki Remix),Dim Mak,LATAM Display,30000,-700,5000,https://www.youtube.com/watch?v=bHZFIZC2fnI,6/13/2025,Complete,,,,,Yes,$180,Paid,https://docs.google.com/spreadsheets/d/1YCLCNWJW-viN6rBZqgdmw6-6YMghRWxJpa5GbgtijQU/edit?usp=sharing,checked,
Mike Posner - I Took A Pill In Ibiza (Steve Aoki Remix),Dim Mak,US Skip,10000,0,5000,https://www.youtube.com/watch?v=bHZFIZC2fnI,6/13/2025,Complete,,,,,Yes,$180,Paid,https://docs.google.com/spreadsheets/d/1YCLCNWJW-viN6rBZqgdmw6-6YMghRWxJpa5GbgtijQU/edit?usp=sharing,checked,
Mike Posner - I Took A Pill In Ibiza (Trivecta Remix),Dim Mak,LATAM Display,30000,-13000,5000,https://www.youtube.com/watch?v=ivr0_Q9efKQ,6/13/2025,Complete,,,,,Yes,$180,Paid,https://docs.google.com/spreadsheets/d/1YCLCNWJW-viN6rBZqgdmw6-6YMghRWxJpa5GbgtijQU/edit?usp=sharing,checked,
Mike Posner - I Took A Pill In Ibiza (Trivecta Remix),Dim Mak,US Skip,10000,0,5000,https://www.youtube.com/watch?v=ivr0_Q9efKQ,6/13/2025,Complete,,,,checked,Yes,$120,Paid,https://docs.google.com/spreadsheets/d/1YCLCNWJW-viN6rBZqgdmw6-6YMghRWxJpa5GbgtijQU/edit?usp=sharing,checked,
Henry Fong - That Sound (Visualizer),Dim Mak,LATAM Display,30000,4000,5000,https://www.youtube.com/watch?v=68BJlW5VN9I&pp=0gcJCbIJAYcqIYzv,6/6/2025,Complete,,,,,Yes,$180,Paid,https://docs.google.com/spreadsheets/d/10UUg4e87N3HdXMPD6MifGMIgR3xeXGgSMKJQfaylI34/edit?usp=sharing,checked,
Henry Fong - That Sound (Visualizer),Dim Mak,US Skip,10000,-29000,5000,https://www.youtube.com/watch?v=68BJlW5VN9I&pp=0gcJCbIJAYcqIYzv,6/6/2025,Complete,,,,,Yes,$120,Paid,https://docs.google.com/spreadsheets/d/10UUg4e87N3HdXMPD6MifGMIgR3xeXGgSMKJQfaylI34/edit?usp=sharing,checked,
"PLS&TY & Miggy Dela Rosa - ""Into The Light (MOTi Remix)""",Dim Mak,US Skip,10000,0,5000,https://www.youtube.com/watch?v=hrvS3CYiVI0,6/6/2025,Complete,,,,,Yes,$120,Paid,https://docs.google.com/spreadsheets/d/1jeZM3FvX-1tw9Ptm6iqyYSElLOjsqi8_CvbzQp0yEsI/edit?usp=sharing,,
"PLS&TY & Miggy Dela Rosa - ""Into The Light (MOTi Remix)""",Dim Mak,LATAM Display,30000,3000,5000,https://www.youtube.com/watch?v=hrvS3CYiVI0,6/6/2025,Complete,,,,checked,Yes,$180,Paid,https://docs.google.com/spreadsheets/d/1jeZM3FvX-1tw9Ptm6iqyYSElLOjsqi8_CvbzQp0yEsI/edit?usp=sharing,checked,
"PLS&TY & Miggy Dela Rosa - ""Into The Light (Repiet Remix)""",Dim Mak,LATAM Display,30000,-1000,5000,https://www.youtube.com/watch?v=5-1LsqmUw3Q&pp=0gcJCbIJAYcqIYzv,6/6/2025,Complete,,,,,Yes,$180,Paid,https://docs.google.com/spreadsheets/d/1jeZM3FvX-1tw9Ptm6iqyYSElLOjsqi8_CvbzQp0yEsI/edit?usp=sharing,checked,
"PLS&TY & Miggy Dela Rosa - ""Into The Light (Repiet Remix)""",Dim Mak,US Skip,10000,0,5000,https://www.youtube.com/watch?v=5-1LsqmUw3Q&pp=0gcJCbIJAYcqIYzv,6/6/2025,Complete,,,,checked,Yes,$120,Paid,https://docs.google.com/spreadsheets/d/1jeZM3FvX-1tw9Ptm6iqyYSElLOjsqi8_CvbzQp0yEsI/edit?usp=sharing,,
"Timmy Trumpet, 3 Are Legend - Country Roads",Dim Mak,LATAM Display,90000,90000,10000,https://www.youtube.com/watch?v=6CzUZsIxPi4,6/5/2025,Complete,,,,checked,Yes,$500,Paid,https://docs.google.com/spreadsheets/d/1RVboI92dZ_YrruMoMcS_DYLrlg1EKZjTg-nhuKFd3mc/edit?usp=sharing,checked,
"1RichZay, K Hus - WYD?",Joseph Saggio,WW Website,25000,25000,5000,https://www.youtube.com/watch?v=D8g62oIROO0,6/3/2025,Complete,,,,,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1MxTunQB7zaaCCKqQJXOtCpmMpRszlb5fXwBStGA_Ka4/edit?usp=sharing,,
BNYX - Morgan,Atlantic Records (Adam),LATAM Website,100000,100000,10000,https://www.youtube.com/watch?v=0N5KoD3qo5g,6/3/2025,Complete,,,,,Yes,$560,Paid,https://docs.google.com/spreadsheets/d/1j8VI7jIct66ApB5CtfdoWfe8nrbgPQpWGHxv600H9a0/edit?usp=sharing,checked,
BNYX - Morgan,Atlantic Records (Adam),US Website,20000,20000,5000,https://www.youtube.com/watch?v=0N5KoD3qo5g,6/3/2025,Complete,,,,,Yes,$560,Paid,https://docs.google.com/spreadsheets/d/1j8VI7jIct66ApB5CtfdoWfe8nrbgPQpWGHxv600H9a0/edit?usp=sharing,checked,
OMNOM & Marco Strous - Everyone’s Your Friend,Insomniac (Helene),LATAM Display,85000,85000,10000,https://www.youtube.com/watch?v=AZAvGNypDlo,6/3/2025,Complete,,,,,Yes,$500,Paid,https://docs.google.com/spreadsheets/d/1cST7MPoAVJKmDbir4ufzBmIkMdmNP5PBS5KCn97dX2Y/edit?usp=sharing,,
Exodus Era - Weaponized ADHD Episode 1,Exodus Era,US Skip,10000,-2000,2000,https://www.youtube.com/watch?v=_zQo6IG20To,6/2/2025,Complete,,checked,,checked,Yes,$120,Paid,https://docs.google.com/spreadsheets/d/1MwkT6Zeba4IoplBucnL5sgeGC6C9kwo-kVIR3enA2E4/edit?usp=sharing,checked,
Amoney - Break My Heart,Priime,LATAM Website,50000,50000,10000,https://youtu.be/Mb2irB0XFtY,5/30/2025,Complete,,,,checked,Yes,$280,Paid,https://docs.google.com/spreadsheets/d/1SJpQK7jzEN-0mF5SnqEhaNanylTSuCRsN1tmSUuPif4/edit?usp=sharing,checked,
IDK - Winston Wolf,IDK,WW Skip,400000,106538,50000,https://www.youtube.com/watch?v=JvvwFmiULqI,5/30/2025,Complete,,,,checked,Yes,$714,Paid,https://docs.google.com/spreadsheets/d/1NoOb72rLqxA7Xux0tmH4BHFQO1aefwUJyAs8EvDn1kA/edit?usp=sharing,checked,
IDK - Winston Wolf,IDK,US Skip,60000,60000,5000,https://www.youtube.com/watch?v=JvvwFmiULqI,5/30/2025,Complete,,,,checked,Yes,$750,Paid,https://docs.google.com/spreadsheets/d/1NoOb72rLqxA7Xux0tmH4BHFQO1aefwUJyAs8EvDn1kA/edit?usp=sharing,checked,
Ookay & Wolfgang Gartner - “Past Life”,Dim Mak,US Skip,10000,0,5000,https://www.youtube.com/watch?v=GsY9k-kazMs,5/30/2025,Complete,,,,,Yes,$120,Paid,https://docs.google.com/spreadsheets/d/1WfQ-_9n3QGhEBr9gPIOxJDnpm59WKgztwwkd-5vnUq8/edit?usp=sharing,checked,
Ookay & Wolfgang Gartner - “Past Life”,Dim Mak,LATAM Display,30000,1000,5000,https://www.youtube.com/watch?v=GsY9k-kazMs,5/30/2025,Complete,,,,,Yes,$180,Paid,https://docs.google.com/spreadsheets/d/1WfQ-_9n3QGhEBr9gPIOxJDnpm59WKgztwwkd-5vnUq8/edit?usp=sharing,checked,
"PLS&TY - ""Constellations (ARYMÉ Remix)""",Dim Mak,LATAM Display,35000,-13000,5000,https://www.youtube.com/watch?v=DE7lTEXHEtE,5/30/2025,Complete,,,,checked,Yes,$200,Paid,https://docs.google.com/spreadsheets/d/1jJFpqzfXEn3tkes9AinlyyKEgS4FWbw-uC7Yj08tBG0/edit?usp=sharing,checked,
"PLS&TY - ""Constellations (Hoax Remix)""",Dim Mak,LATAM Display,35000,-4000,5000,https://www.youtube.com/watch?v=LYJOtER9uRA,5/30/2025,Complete,,,,checked,Yes,$200,Paid,https://docs.google.com/spreadsheets/d/1jJFpqzfXEn3tkes9AinlyyKEgS4FWbw-uC7Yj08tBG0/edit?usp=sharing,checked,
"PLS&TY - ""Constellations (Jono Stephenson Remix)""",Dim Mak,LATAM Display,35000,-5000,5000,https://www.youtube.com/watch?v=xOaHejCt_8I,5/30/2025,Complete,,,,,Yes,$200,Paid,https://docs.google.com/spreadsheets/d/1jJFpqzfXEn3tkes9AinlyyKEgS4FWbw-uC7Yj08tBG0/edit?usp=sharing,checked,
"PLS&TY - ""Constellations (Nihil Young Remix)""",Dim Mak,LATAM Display,35000,-10000,5000,https://www.youtube.com/watch?v=O2Ze0ASxRjc,5/30/2025,Complete,,,,checked,Yes,$200,Paid,https://docs.google.com/spreadsheets/d/1jJFpqzfXEn3tkes9AinlyyKEgS4FWbw-uC7Yj08tBG0/edit?usp=sharing,checked,
"PLS&TY - ""Constellations (Simon Doty Remix)""",Dim Mak,LATAM Display,35000,-17000,5000,https://www.youtube.com/watch?v=Oqb1o0VcNek&pp=0gcJCbAJAYcqIYzv,5/30/2025,Complete,,,,checked,Yes,$200,Paid,https://docs.google.com/spreadsheets/d/1jJFpqzfXEn3tkes9AinlyyKEgS4FWbw-uC7Yj08tBG0/edit?usp=sharing,checked,
"Cheyenne Giles ""Beat Goes On (feat. Casey Cook)""",Dim Mak,LATAM Display,30000,0,5000,https://www.youtube.com/watch?v=iQIz4VonJl8,5/23/2025,Complete,,,,checked,Yes,$180,Paid,https://docs.google.com/spreadsheets/d/1QkFpzPctsRfHk2-a1bHVxFgt3u8ib9dHrz_CblqI7bg/edit?usp=sharing,checked,
"Cheyenne Giles ""Beat Goes On (feat. Casey Cook)""",Dim Mak,US Skip,10000,-189000,5000,https://www.youtube.com/watch?v=iQIz4VonJl8,5/23/2025,Complete,,,,,Yes,$120,Paid,https://docs.google.com/spreadsheets/d/1QkFpzPctsRfHk2-a1bHVxFgt3u8ib9dHrz_CblqI7bg/edit?usp=sharing,checked,
